x1,id_orig,country,comm_name,sci_name,id_level,species_cat,species_cat_name,region_fao,dbase,catch_share,policy,scenario,year,catch,biomass,profits,bv_bmsy,fv_fmsy,msy,price,g,k,c,phi,region_fao_chr,n_regions,region_fao_split,iso3
490,1101-FAO-31-33,Bermuda,Coney,Cephalopholis fulva,Species,33,Miscellaneous coastal fishes,31,FAO,0,Historic,Historic,2012,26,155.877,43884.063,1.318,4.07,4.846,3357.21,0.041,295.6,445323.519,0.188,31,1,31,BMU
491,11024-FAO-27-34,Portugal,Blackbellied angler,Lophius budegassa,Species,34,Miscellaneous demersal fishes,27,FAO,0,Historic,Historic,2012,144,3039.483,363971.663,1.811,0.723,110.025,3222.056,0.066,4196.217,5269717.916,0.188,27,1,27,PRT
492,11025-FAO-34-34,Portugal,Blackbelly rosefish,Helicolenus dactylopterus,Species,34,Miscellaneous demersal fishes,34,FAO,0,Historic,Historic,2012,10,308.094,9756.145,1.413,0.824,8.582,1368.908,0.039,545.003,338847.79,0.188,34,1,34,PRT
493,11026-FAO-27-34,Portugal,Blackbelly rosefish,Helicolenus dactylopterus,Species,34,Miscellaneous demersal fishes,27,FAO,0,Historic,Historic,2012,415,19600.164,468654.97,1.705,0.295,823.821,1368.908,0.072,28740.063,14929485.07,0.188,27,1,27,PRT
494,11033-FAO-34-45,Portugal,Blue and red shrimp,Aristeus antennatus,Species,45,"Shrimps, prawns",34,FAO,0,Historic,Historic,2012,3,24.209,-740.861,0.422,2.874,2.472,2896.543,0.043,143.374,142382.514,0.188,34,1,34,PRT
495,11034-FAO-27-45,Portugal,Blue and red shrimp,Aristeus antennatus,Species,45,"Shrimps, prawns",27,FAO,1,Historic,Historic,2012,46,118.634,-31789.558,0.425,9.315,11.629,3794.472,0.042,698.461,707064.732,0.188,27,1,27,PRT
496,1103-FAO-31-33,Bermuda,Grey snapper,Lutjanus griseus,Species,33,Miscellaneous coastal fishes,31,FAO,0,Historic,Historic,2012,8,45.925,11509.643,1.145,4.181,1.67,3401.099,0.042,100.241,152236.872,0.188,31,1,31,BMU
497,11048-FAO-27-54,Portugal,Blue mussel,Mytilus edulis,Species,54,Mussels,27,FAO,0,Historic,Historic,2012,85,446.131,-2199.237,0.347,4.839,50.677,303.844,0.039,3217.834,241889.747,0.188,27,1,27,PRT
498,11049-FAO-34-38,Portugal,Blue shark,Prionace glauca,Species,38,"Sharks, rays, chimaeras",34,FAO,0,Historic,Historic,2012,1423,114208.263,904600.8,1.359,0.688,1521.263,886.725,0.018,210135.377,106847146.5,0.188,34,1,34,PRT
499,11052-FAO-47-38,Portugal,Blue shark,Prionace glauca,Species,38,"Sharks, rays, chimaeras",47,FAO,0,Historic,Historic,2012,1514,51058.646,861393.093,1.376,1.575,698.897,886.725,0.019,92784.562,46619728.81,0.188,47,1,47,PRT
500,11055-FAO-57-38,Portugal,Blue shark,Prionace glauca,Species,38,"Sharks, rays, chimaeras",57,FAO,0,Historic,Historic,2012,19,240.514,2242.144,0.849,5.997,3.73,886.725,0.013,707.889,395933.727,0.188,57,1,57,PRT
501,11056-FAO-51-38,Portugal,Blue shark,Prionace glauca,Species,38,"Sharks, rays, chimaeras",51,FAO,0,Historic,Historic,2012,555,11279.518,156148.923,0.929,3.64,164.196,886.725,0.014,30368.382,16854459,0.188,51,1,51,PRT
502,11069-FAO-34-33,Portugal,Bogue,Boops boops,Species,33,Miscellaneous coastal fishes,34,FAO,0,Historic,Historic,2012,6,369.663,6945.214,0.558,0.417,25.822,2847.467,0.039,1657.601,2150659.925,0.188,34,1,34,PRT
503,11070-FAO-27-33,Portugal,Bogue,Boops boops,Species,33,Miscellaneous coastal fishes,27,FAO,0,Historic,Historic,2012,830,13651.489,1037685.744,0.895,1.675,553.4,2847.467,0.036,38116.602,50510491.56,0.188,27,1,27,PRT
504,11074-FAO-27-31,Portugal,Brill,Scophthalmus rhombus,Species,31,"Flounders, halibuts, soles",27,FAO,0,Historic,Historic,2012,37,296.425,166941.858,0.88,1.165,36.099,6955.084,0.107,842.05,1351999.976,0.188,27,1,27,PRT
505,11098-FAO-34-57,Portugal,Common cuttlefish,Sepia officinalis,Species,57,"Squids, cuttlefishes, octopuses",34,FAO,0,Historic,Historic,2012,16,21492.663,34327.289,1.107,0.021,679.954,2444.774,0.035,48545.458,55830837.9,0.188,34,1,34,PRT
506,11099-FAO-27-57,Portugal,Common cuttlefish,Sepia officinalis,Species,57,"Squids, cuttlefishes, octopuses",27,FAO,0,Historic,Historic,2012,1146,64062.418,2368274.924,1.865,0.264,2330.339,2444.774,0.068,85896.749,81015643.08,0.188,27,1,27,PRT
507,11102-FAO-27-33,Portugal,Common dentex,Dentex dentex,Species,33,Miscellaneous coastal fishes,27,FAO,0,Historic,Historic,2012,6,158.619,2327.698,0.681,2.833,3.11,2847.467,0.013,582.479,1041992.369,0.188,27,1,27,PRT
508,11110-FAO-27-38,Portugal,Common eagle ray,Myliobatis aquila,Species,38,"Sharks, rays, chimaeras",27,FAO,0,Historic,Historic,2012,12,825.086,5589.053,1.728,0.19,36.629,548.726,0.077,1193.847,243571.375,0.188,27,1,27,PRT
509,11111-FAO-27-56,Portugal,Common edible cockle,Cerastoderma edule,Species,56,"Clams, cockles, arkshells",27,FAO,0,Historic,Historic,2012,1125,91564.408,907947.888,1.747,0.281,2291.259,970.43,0.044,131064.282,55983205.72,0.188,27,1,27,PRT
510,11113-FAO-27-57,Portugal,Common octopus,Octopus vulgaris,Species,57,"Squids, cuttlefishes, octopuses",27,FAO,0,Historic,Historic,2012,9271,339983.833,25306255.58,1.77,0.363,14444.532,3326.246,0.075,480357.661,597673020.9,0.188,27,1,27,PRT
511,11115-FAO-27-33,Portugal,Common pandora,Pagellus erythrinus,Species,33,Miscellaneous coastal fishes,27,FAO,0,Historic,Historic,2012,106,2152.975,122125.302,0.772,1.245,110.329,2847.467,0.04,6974.64,9007745.177,0.188,27,1,27,PRT
512,11123-FAO-27-33,Portugal,Common two-banded seabream,Diplodus vulgaris,Species,33,Miscellaneous coastal fishes,27,FAO,0,Historic,Historic,2012,367,3587.195,391283.606,0.903,2.482,163.661,2847.467,0.041,9926.891,12662469.68,0.188,27,1,27,PRT
513,11135-FAO-34-45,Portugal,Deep-water rose shrimp,Parapenaeus longirostris,Species,45,"Shrimps, prawns",34,FAO,0,Historic,Historic,2012,26,1134.211,63015.832,0.442,0.565,104.107,6653.856,0.041,6411.518,14892514.8,0.188,34,1,34,PRT
514,11136-FAO-27-45,Portugal,Deep-water rose shrimp,Parapenaeus longirostris,Species,45,"Shrimps, prawns",27,FAO,0,Historic,Historic,2012,926,3363.07,-14474.977,0.586,6.566,240.842,6653.856,0.042,14358,33026756.82,0.188,27,1,27,PRT
515,11147-FAO-27-33,Portugal,Dusky grouper,Epinephelus marginatus,Species,33,Miscellaneous coastal fishes,27,FAO,0,Historic,Historic,2012,14,300.952,-18024.394,0.449,3.413,9.126,3357.21,0.014,1674.001,3508834.217,0.188,27,1,27,PRT
516,11149-FAO-27-42,Portugal,Edible crab,Cancer pagurus,Species,42,"Crabs, sea-spiders",27,FAO,0,Historic,Historic,2012,2,100.014,1969.934,0.744,0.498,5.4,1856.335,0.04,336.238,281821.011,0.188,27,1,27,PRT
517,11162-FAO-34-34,Portugal,European conger,Conger conger,Species,34,Miscellaneous demersal fishes,34,FAO,0,Historic,Historic,2012,97,2676.337,30245.282,0.638,2.724,55.802,3484.483,0.013,10483.664,22971911.34,0.188,34,1,34,PRT
518,11163-FAO-27-34,Portugal,European conger,Conger conger,Species,34,Miscellaneous demersal fishes,27,FAO,0,Historic,Historic,2012,1629,82361.547,3682241.639,1.18,0.883,1564.242,3484.483,0.022,174530.289,327088594.3,0.188,27,1,27,PRT
519,11169-FAO-27-43,Portugal,European lobster,Homarus gammarus,Species,43,"Lobsters, spiny-rock lobsters",27,FAO,0,Historic,Historic,2012,4,18.163,-11180.262,0.352,5.601,2.03,8798.31,0.039,129.082,331532.71,0.188,27,1,27,PRT
520,11173-FAO-27-33,Portugal,European seabass,Dicentrarchus labrax,Species,33,Miscellaneous coastal fishes,27,FAO,0,Historic,Historic,2012,369,2708.008,300679.678,0.775,3.373,141.13,4059.514,0.04,8733.306,15977427.15,0.188,27,1,27,PRT
521,11197-FAO-27-33,Portugal,Gilthead seabream,Sparus aurata,Species,33,Miscellaneous coastal fishes,27,FAO,0,Historic,Historic,2012,230,11257.112,648184.776,2.033,0.265,427.095,3284.723,0.077,13840.253,16873872.69,0.188,27,1,27,PRT
522,11208-FAO-27-33,Portugal,Greater weever,Trachinus draco,Species,33,Miscellaneous coastal fishes,27,FAO,0,Historic,Historic,2012,9,100.554,615.688,0.563,2.163,7.385,1833.536,0.041,446.259,366120.675,0.188,27,1,27,PRT
523,11209-FAO-27-42,Portugal,Green crab,Carcinus maenas,Species,42,"Crabs, sea-spiders",27,FAO,0,Historic,Historic,2012,437,4208.902,-62835.33,0.569,2.916,263.357,3411.591,0.036,18488.794,29523025.57,0.188,27,1,27,PRT
524,11215-FAO-27-33,Portugal,Grey triggerfish,Balistes carolinensis,Species,33,Miscellaneous coastal fishes,27,FAO,0,Historic,Historic,2012,182,1477.688,135712.89,1.011,3.028,59.449,1833.536,0.041,3653.862,3013071.208,0.188,27,1,27,PRT
525,11216-FAO-27-56,Portugal,Grooved carpet shell,Ruditapes decussatus,Species,56,"Clams, cockles, arkshells",27,FAO,0,Historic,Historic,2012,54,39737.639,45700.592,1.258,0.038,1140.969,970.43,0.036,79001.607,35735093.86,0.188,27,1,27,PRT
526,11241-FAO-27-57,Portugal,Horned octopus,Eledone cirrhosa,Species,57,"Squids, cuttlefishes, octopuses",27,FAO,0,Historic,Historic,2012,102,15317.661,296529.431,1.7,0.098,613.215,3326.246,0.068,22523.436,28872331.51,0.188,27,1,27,PRT
527,11252-FAO-27-34,Portugal,John dory,Zeus faber,Species,34,Miscellaneous demersal fishes,27,FAO,0,Historic,Historic,2012,413,13532.627,908389.467,1.506,0.755,362.967,2982.647,0.04,22459.989,30189820.73,0.188,27,1,27,PRT
528,11265-FAO-34-38,Portugal,Leafscale gulper shark,Centrophorus squamosus,Species,38,"Sharks, rays, chimaeras",34,FAO,0,Historic,Historic,2012,160,6462.683,91812.262,1.462,0.594,184.174,766.905,0.042,11052.039,3784725.199,0.188,34,1,34,PRT
529,11297-FAO-34-35,Portugal,Madeiran sardinella,Sardinella maderensis,Species,35,"Herrings, sardines, anchovies",34,FAO,0,Historic,Historic,2012,1,22.249,195.964,0.911,0.804,1.024,293.252,0.042,61.061,7979.548,0.188,34,1,34,PRT
530,11334-FAO-27-33,Portugal,Meagre,Argyrosomus regius,Species,33,Miscellaneous coastal fishes,27,FAO,0,Historic,Historic,2012,184,2253.359,-244155.679,0.393,6.107,76.613,1503.069,0.013,14325.579,13521374.63,0.188,27,1,27,PRT
531,11338-FAO-27-43,Portugal,Mediterranean slipper lobster,Scyllarides latus,Species,43,"Lobsters, spiny-rock lobsters",27,FAO,0,Historic,Historic,2012,1,2.195,384.805,0.588,10.831,0.157,9810.53,0.042,9.333,26195.008,0.188,27,1,27,PRT
532,1133-FAO-41-33,Brazil,Acoupa weakfish,Cynoscion acoupa,Species,33,Miscellaneous coastal fishes,41,FAO,0,Historic,Historic,2012,22461,198196.682,5880053.224,1.071,2.716,7723.933,571.852,0.042,462731.026,118098720.4,0.188,41,1,41,BRA
533,11358-FAO-27-57,Portugal,Northern shortfin squid,Illex illecebrosus,Species,57,"Squids, cuttlefishes, octopuses",27,FAO,0,Historic,Historic,2012,137,10206.54,123120.3,1.447,0.34,278.392,1145.154,0.039,17639.416,9168173.93,0.188,27,1,27,PRT
534,11361-FAO-27-43,Portugal,Norway lobster,Nephrops norvegicus,Species,43,"Lobsters, spiny-rock lobsters",27,FAO,0,Historic,Historic,2012,182,2435.174,52023.054,0.355,1.964,261.006,6171.724,0.038,17151.673,31208954.35,0.188,27,1,27,PRT
535,11374-FAO-27-34,Portugal,Offshore rockfish,Pontinus kuhlii,Species,34,Miscellaneous demersal fishes,27,FAO,0,Historic,Historic,2012,89,2513.866,95668.475,1.631,0.504,108.257,1368.908,0.07,3852.898,2013483.092,0.188,27,1,27,PRT
536,11375-FAO-34-34,Portugal,Oilfish,Ruvettus pretiosus,Species,34,Miscellaneous demersal fishes,34,FAO,0,Historic,Historic,2012,70,3023.945,25682.02,1.76,0.3,132.655,442.214,0.077,4295.927,704978.595,0.188,34,1,34,PRT
537,11379-FAO-41-34,Portugal,Oilfish,Ruvettus pretiosus,Species,34,Miscellaneous demersal fishes,41,FAO,0,Historic,Historic,2012,11,265.417,2796.024,1.014,1.006,10.78,442.214,0.041,654.505,129693.203,0.188,41,1,41,PRT
538,11382-FAO-51-34,Portugal,Oilfish,Ruvettus pretiosus,Species,34,Miscellaneous demersal fishes,51,FAO,0,Historic,Historic,2012,22,283.541,6140.812,1.419,1.919,8.081,442.214,0.04,499.697,99561.6,0.188,51,1,51,PRT
539,11391-FAO-27-53,Portugal,Pacific cupped oyster,Crassostrea gigas,Species,53,Oysters,27,FAO,0,Historic,Historic,2012,83,21213.127,47559.818,0.615,0.096,1404.729,877.05,0.041,86276.503,34024591.69,0.188,27,1,27,PRT
540,1139-FAO-41-34,Brazil,Argentine conger,Conger orbignyanus,Species,34,Miscellaneous demersal fishes,41,FAO,0,Historic,Historic,2012,37,5038.916,89905.273,0.878,0.2,210.224,3484.483,0.037,14351.085,23209715.13,0.188,41,1,41,BRA
541,11401-FAO-27-33,Portugal,Parrotfish,Sparisoma cretense,Species,33,Miscellaneous coastal fishes,27,FAO,0,Historic,Historic,2012,213,6392.368,290213.553,1.461,0.634,229.896,1833.536,0.053,10939.169,8354030.054,0.188,27,1,27,PRT
542,1140-FAO-41-33,Brazil,Argentine croaker,Umbrina canosai,Species,33,Miscellaneous coastal fishes,41,FAO,0,Historic,Historic,2012,12965,134459.812,6862550.692,0.856,2.329,6504.16,1503.069,0.041,392770.537,264112154.1,0.188,41,1,41,BRA
543,11410-FAO-27-38,Portugal,Picked dogfish,Squalus acanthias,Species,38,"Sharks, rays, chimaeras",27,FAO,0,Historic,Historic,2012,2,78.05,410.763,0.715,1.927,1.451,766.905,0.013,272.75,131566.451,0.188,27,1,27,PRT
544,11435-FAO-27-56,Portugal,Pullet carpet shell,Venerupis pullastra,Species,56,"Clams, cockles, arkshells",27,FAO,0,Historic,Historic,2012,245,13358.182,197118.738,1.82,0.339,396.657,970.43,0.054,18347.39,7353132.598,0.188,27,1,27,PRT
545,11445-FAO-27-34,Portugal,Red gurnard,Aspitrigla cuculus,Species,34,Miscellaneous demersal fishes,27,FAO,0,Historic,Historic,2012,148,4506.109,121604.166,1.604,0.438,210.551,1039.267,0.075,7022.641,2732478.738,0.188,27,1,27,PRT
546,1144-FAO-41-33,Brazil,Argentinian sandperch,Pseudopercis semifasciata,Species,33,Miscellaneous coastal fishes,41,FAO,0,Historic,Historic,2012,683,14789.858,883783.577,1.408,0.883,549.462,1833.536,0.052,26254.966,20075630.74,0.188,41,1,41,BRA
547,11450-FAO-34-33,Portugal,Red porgy,Pagrus pagrus,Species,33,Miscellaneous coastal fishes,34,FAO,0,Historic,Historic,2012,9,110.737,938.479,0.549,1.994,8.216,2847.467,0.041,503.957,645003.411,0.188,34,1,34,PRT
548,11451-FAO-27-33,Portugal,Red porgy,Pagrus pagrus,Species,33,Miscellaneous coastal fishes,27,FAO,0,Historic,Historic,2012,175,2349.617,207923.486,0.885,1.826,108.33,2847.467,0.041,6640.935,8498030.657,0.188,27,1,27,PRT
549,11464-FAO-27-33,Portugal,Rubberlip grunt,Plectorhinchus mediterraneus,Species,33,Miscellaneous coastal fishes,27,FAO,0,Historic,Historic,2012,2,33.474,-132.345,0.465,1.453,2.962,1833.536,0.041,180.146,148081.254,0.188,27,1,27,PRT
550,11468-FAO-27-33,Portugal,Salema,Sarpa salpa,Species,33,Miscellaneous coastal fishes,27,FAO,0,Historic,Historic,2012,251,5917.446,481375.5,1.34,1.058,177.028,2847.467,0.04,11037.92,14196636.73,0.188,27,1,27,PRT
551,11470-FAO-27-31,Portugal,Sand sole,Solea lascaris,Species,31,"Flounders, halibuts, soles",27,FAO,0,Historic,Historic,2012,102,1958.035,73431.122,1.085,1.32,71.207,1022.233,0.039,4510.372,1436325.048,0.188,27,1,27,PRT
552,11472-FAO-27-33,Portugal,Sand steenbras,Lithognathus mormyrus,Species,33,Miscellaneous coastal fishes,27,FAO,0,Historic,Historic,2012,34,416.899,33009.607,0.803,1.992,21.268,2847.467,0.041,1298.415,1659460.504,0.188,27,1,27,PRT
553,11474-FAO-27-38,Portugal,Sandy ray,Raja circularis,Species,38,"Sharks, rays, chimaeras",27,FAO,0,Historic,Historic,2012,32,1148.204,13521.22,1.496,0.475,45.05,548.726,0.059,1918.553,424130.181,0.188,27,1,27,PRT
554,11480-FAO-27-45,Portugal,Scarlet shrimp,Plesiopenaeus edwardsianus,Species,45,"Shrimps, prawns",27,FAO,0,Historic,Historic,2012,32,217.404,8122.285,0.53,3.451,17.483,2896.543,0.043,1024.691,1020832.519,0.188,27,1,27,PRT
555,11487-FAO-27-25,Portugal,Sea lamprey,Petromyzon marinus,Species,25,Miscellaneous diadromous fishes,27,FAO,0,Historic,Historic,2012,46,1724.612,26164.11,1.61,1.19,24.024,791.739,0.022,2678.745,1140477.174,0.188,27,1,27,PRT
556,11508-FAO-47-38,Portugal,Shortfin mako,Isurus oxyrinchus,Species,38,"Sharks, rays, chimaeras",47,FAO,0,Historic,Historic,2012,81,788.37,-60362.849,0.918,95.654,0.922,886.725,0.001,2146.159,2546299.924,0.188,47,1,47,PRT
557,1150-FAO-41-45,Brazil,Atlantic seabob,Xiphopenaeus kroyeri,Species,45,"Shrimps, prawns",41,FAO,0,Historic,Historic,2012,16433,270899.614,33099006.69,1.189,1.315,10505.491,2896.543,0.046,569396.063,554094348.2,0.188,41,1,41,BRA
558,11522-FAO-27-34,Portugal,Silver scabbardfish,Lepidopus caudatus,Species,34,Miscellaneous demersal fishes,27,FAO,0,Historic,Historic,2012,295,27694.4,171906.774,0.765,0.118,3258.056,828.25,0.09,90490.008,26560779.55,0.188,27,1,27,PRT
559,11526-FAO-27-34,Portugal,Silvery John dory,Zenopsis conchifer,Species,34,Miscellaneous demersal fishes,27,FAO,0,Historic,Historic,2012,53,1813.41,129252.853,1.757,0.374,80.556,2982.647,0.078,2580.129,2846375.628,0.188,27,1,27,PRT
560,1152-FAO-41-35,Brazil,Atlantic thread herring,Opisthonema oglinum,Species,35,"Herrings, sardines, anchovies",41,FAO,0,Historic,Historic,2012,9390,189221.848,2551677.213,1.406,0.888,5643.96,349.062,0.042,336541.744,52355767.26,0.188,41,1,41,BRA
561,11535-FAO-27-56,Portugal,Smooth callista,Callista chione,Species,56,"Clams, cockles, arkshells",27,FAO,0,Historic,Historic,2012,224,9812.611,176714.968,1.596,0.296,474.383,970.43,0.077,15369.753,5535778.007,0.188,27,1,27,PRT
562,11551-FAO-27-56,Portugal,Solid surf clam,Spisula solida,Species,56,"Clams, cockles, arkshells",27,FAO,0,Historic,Historic,2012,625,109610.569,542213.994,1.853,0.073,4599.033,970.43,0.078,147873.029,53138101.16,0.188,27,1,27,PRT
563,11558-FAO-34-45,Portugal,Southern pink shrimp,Penaeus notialis,Species,45,"Shrimps, prawns",34,FAO,0,Historic,Historic,2012,17,141.689,-5275.33,0.421,2.784,14.499,3996.106,0.043,841.237,1152704.122,0.188,34,1,34,PRT
564,11561-FAO-27-42,Portugal,Spinous spider crab,Maja squinado,Species,42,"Crabs, sea-spiders",27,FAO,0,Historic,Historic,2012,22,1028.402,23632.246,0.551,0.646,61.808,3411.591,0.033,4667.313,7617589.93,0.188,27,1,27,PRT
565,11562-FAO-27-38,Portugal,Spiny butterfly ray,Gymnura altavela,Species,38,"Sharks, rays, chimaeras",27,FAO,0,Historic,Historic,2012,8,231.964,3042.475,1.338,0.856,6.982,548.726,0.04,433.399,107276.866,0.188,27,1,27,PRT
566,1156-FAO-41-33,Brazil,Barred grunt,Conodon nobilis,Species,33,Miscellaneous coastal fishes,41,FAO,0,Historic,Historic,2012,166,16066.785,88569.478,0.426,0.308,1265.953,1833.536,0.034,94266.256,82340516.69,0.188,41,1,41,BRA
567,11572-FAO-27-38,Portugal,Starry smooth-hound,Mustelus asterias,Species,38,"Sharks, rays, chimaeras",27,FAO,0,Historic,Historic,2012,9,573.77,6553.719,1.591,0.252,22.468,886.725,0.062,901.573,316380.056,0.188,27,1,27,PRT
568,11576-FAO-27-56,Portugal,Striped venus,Chamelea gallina,Species,56,"Clams, cockles, arkshells",27,FAO,0,Historic,Historic,2012,225,17751.39,183847.928,1.791,0.247,508.317,970.43,0.051,24785.554,10091791.54,0.188,27,1,27,PRT
569,11579-FAO-27-33,Portugal,Surmullet,Mullus surmuletus,Species,33,Miscellaneous coastal fishes,27,FAO,0,Historic,Historic,2012,231,2593.424,139963.638,1.609,0.781,183.834,805.986,0.114,4029.136,1071917.715,0.188,27,1,27,PRT
570,1159-FAO-41-38,Brazil,Bigeye thresher,Alopias superciliosus,Species,38,"Sharks, rays, chimaeras",41,FAO,0,Historic,Historic,2012,1,326.707,454.03,0.566,0.228,7.769,886.725,0.013,1444.22,802765.353,0.188,41,1,41,BRA
571,11604-FAO-34-31,Portugal,Tonguefishes,Cynoglossidae,Species,31,"Flounders, halibuts, soles",34,FAO,0,Historic,Historic,2012,1,77.998,940.997,0.428,0.318,7.342,1841.757,0.04,455.35,259608.675,0.188,34,1,34,PRT
572,11623-FAO-27-24,Portugal,Twaite shad,Alosa fallax,Species,24,Shads,27,FAO,0,Historic,Historic,2012,4,191.453,2607.007,1.741,0.28,8.194,784.099,0.075,274.967,80867.823,0.188,27,1,27,PRT
573,11629-FAO-27-42,Portugal,Velvet swimcrab,Necora puber,Species,42,"Crabs, sea-spiders",27,FAO,0,Historic,Historic,2012,21,403.555,44547.003,1.215,1.245,13.88,3411.591,0.042,830.402,1263862.032,0.188,27,1,27,PRT
574,1162-FAO-41-33,Brazil,Bigtooth corvina,Isopisthus parvipinnis,Species,33,Miscellaneous coastal fishes,41,FAO,0,Historic,Historic,2012,93,936.108,71044.006,1.138,2.405,33.976,1503.069,0.041,2055.889,1383293.047,0.188,41,1,41,BRA
575,11636-FAO-27-31,Portugal,Wedge sole,Dicologlossa cuneata,Species,31,"Flounders, halibuts, soles",27,FAO,0,Historic,Historic,2012,285,1352.933,213020.522,1.342,1.949,108.961,1022.233,0.108,2520.169,593212.099,0.188,27,1,27,PRT
576,11642-FAO-34-33,Portugal,White grouper,Epinephelus aeneus,Species,33,Miscellaneous coastal fishes,34,FAO,0,Historic,Historic,2012,1,28.859,612.392,0.695,2.523,0.571,3357.21,0.014,103.864,217214.049,0.188,34,1,34,PRT
577,11648-FAO-27-33,Portugal,White seabream,Diplodus sargus,Species,33,Miscellaneous coastal fishes,27,FAO,0,Historic,Historic,2012,254,3295.837,402262.239,1.161,1.826,119.734,2847.467,0.042,7094.383,8986053.638,0.188,27,1,27,PRT
578,1164-FAO-41-34,Brazil,Blackfin goosefish,Lophius gastrophysus,Species,34,Miscellaneous demersal fishes,41,FAO,0,Historic,Historic,2012,2789,99369.256,6549590.289,1.424,0.697,2808.797,3222.056,0.04,174454.724,253600858.5,0.188,41,1,41,BRA
579,11651-FAO-27-31,Portugal,Witch flounder,Glyptocephalus cynoglossus,Species,31,"Flounders, halibuts, soles",27,FAO,0,Historic,Historic,2012,8,87.203,-19940.716,0.261,7.014,4.372,2418.449,0.013,835.618,876868.997,0.188,27,1,27,PRT
580,11652-FAO-21-31,Portugal,Witch flounder,Glyptocephalus cynoglossus,Species,31,"Flounders, halibuts, soles",21,FAO,0,Historic,Historic,2012,112,5123.172,52103.844,0.426,1.659,158.602,2418.449,0.013,30090.705,31505759.19,0.188,21,1,21,PRT
581,11657-FAO-34-34,Portugal,Wreckfish,Polyprion americanus,Species,34,Miscellaneous demersal fishes,34,FAO,0,Historic,Historic,2012,30,1417.971,18126.876,0.886,1.592,21.284,1368.908,0.013,4003.456,3447550.03,0.188,34,1,34,PRT
